regime,arm,estimator,snr0,family,index,selected_hyperparameter,old_band_feature_error,radial_error_old,angular_error_old_rad,t_birth_error,tau_decay_error
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,5,1.0,0.8217837173986493,0.5164368569676028,0.6280871906896742,4.2,2.0
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,6,1.0,0.8814363668104809,0.5253388452441837,2.150053981852963,3.5,5.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,7,1.0,0.8816655948136604,0.5004080595266167,2.576385456505349,3.7,5.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,0,1.0,0.5608219760747735,0.5126927833551169,1.290134857280793,2.7,0.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,1,1.0,0.473410245434817,0.5135784396598979,1.5646025525791771,1.6,0.9
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,2,1.0,0.5560401310290274,0.4785790979537004,1.617383484966755,1.9,0.8
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,3,1.0,0.4120471233274683,0.4770758858374144,2.0334374441220007,0.0,1.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,4,1.0,0.401391041640565,0.5162887190346885,1.7714377350078683,1.0,0.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,5,1.0,0.2684380752188868,0.48165840018620865,0.9703622920657916,0.0,0.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,6,1.0,0.3713175297720856,0.524979997253375,1.6443900780096128,0.6,1.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,7,1.0,0.5662002561159909,0.46874999999999994,1.1120514481990988,1.9,0.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,0,1.0,997884906948.3784,0.5165953334876796,0.9862312581202286,3.8,2.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,1,1.0,2254189268384.521,0.507661980898501,1.0598013980145697,3.6,5.0
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,2,1.0,12551436430581.74,0.49191212351851,0.8234760095406516,3.5,3.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,3,1.0,8686650138805.354,0.49454440830994006,0.8654745150731413,3.1,1.9
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,4,1.0,10337228201709.332,0.43749999999999994,1.3462613575854996,3.0,0.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,5,1.0,19796981006936.02,0.4635185816934533,0.916474403129456,2.9,2.3
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,6,1.0,2344177890370.748,0.5054002008162832,0.81852771006934,3.7,3.2
