regime,arm,estimator,snr0,hyperparameter,selection_error
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.31622776601683794,3634255804207.9844
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.1,14616646036934.146
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.03162277660168379,14616646036934.146
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.01,21405725224674.01
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.0031622776601683794,24515711967988.844
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.001,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.00031622776601683794,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.0001,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,3.1622776601683795e-05,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1e-05,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,3.162277660168379e-06,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1e-06,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,3.162277660168379e-07,28631151380101.918
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1e-07,28631151380101.918
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,1.0,2184070490052.425
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.31622776601683794,4053330564928.414
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.1,6549974878941.526
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.03162277660168379,9442021481508.799
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.01,12157295352478.57
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.0031622776601683794,14530706161220.719
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.001,16859146731436.188
