class,arm,estimator,snr0,family,n_truths,PHYSICAL_END_TO_END_median_reduction,PHYSICAL_END_TO_END_ci_low,PHYSICAL_END_TO_END_ci_high,PHYSICAL_END_TO_END_improves,CLASS_CONDITIONAL_median_reduction,CLASS_CONDITIONAL_ci_low,CLASS_CONDITIONAL_ci_high,CLASS_CONDITIONAL_improves
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,6,2.2462891469206722e-05,-0.00670166004753191,0.01115630936592098,False,0.0,-0.015154453617921768,0.0013896296526808446,False
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,6,0.07850510757684565,-0.10978136759729601,0.14861622258806984,False,0.07879623138854405,-0.10999282410095342,0.14861622258806984,False
L896_radial_enriched,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,6,0.10842012316095634,-0.03989227831261443,0.23288500604057746,False,0.10842012316095634,-0.03989227831261443,0.22328024812445152,False
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,100.0,circular_hotspot_trajectory,6,-0.026042531020546843,-0.2012403464870191,0.18446153992072947,False,-0.028268478368080614,-0.2014107818860183,0.18446153992072947,False
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,flare_birth_motion_decay,6,0.23291776165729675,0.06233063284862585,0.31456560300391495,True,0.19252723726675608,0.04127060597781197,0.3022407360863974,True
L896_radial_enriched,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,6,0.0764738919018905,-0.22973476694691097,0.4652340031832084,False,0.08221856206199034,-0.2767850540740079,0.48692778409923787,False
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,6,-0.028645985778964964,-0.12734484358600703,0.2071252034013915,False,-0.11995644379087228,-0.16035203899198683,0.1472282935866198,False
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,m1_rotating_crescent,6,0.12006452059289144,0.043704321590227746,0.12821168311315728,True,0.11738401272572332,0.043704321590227746,0.12821168311315728,True
L896_radial_enriched,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,6,0.021915676959874654,-0.12468343841444302,0.17245509274114368,False,0.00987950613275918,-0.12468343841444302,0.17245509274114368,False
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,6,-0.07643652446901827,-0.27468158957569677,0.009842328755400934,False,-0.08553848432184377,-0.27468158957569677,0.009842328755400934,False
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,m2_structural_mode,6,0.22335032773804675,-0.04189248770436074,0.337338121270747,False,0.22732704081782729,-0.04189248770436074,0.337338121270747,False
L896_radial_enriched,TOTAL_FLUX,TSVD,100.0,m2_structural_mode,6,-0.03419397764422803,-0.2359704584644899,0.056274566646384104,False,-0.03419397764422803,-0.2359704584644899,0.049337428661619116,False
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,100.0,m2_structural_mode,6,0.11906609840213225,0.05665957067669487,0.34368766630711844,True,0.11906609840213225,0.05665957067669487,0.3472899221243849,True
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,plunging_feature,6,0.0986781173883779,0.04244326296604482,0.23555928843460588,True,0.10090392862305839,0.04259728727363584,0.23630982395967798,True
L896_radial_enriched,TOTAL_FLUX,TSVD,100.0,plunging_feature,6,0.05425722936532349,-0.007086162180517816,0.10077312172085495,False,0.05328082357476481,-0.007825021156336848,0.09532921601970436,False
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,100.0,plunging_feature,6,0.08839984005488663,-0.018601555347181324,0.15872884433766576,False,0.09127181718110766,-0.019747005069820175,0.1579811918835401,False
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,6,0.12735347444766054,0.05937556611219624,0.2788382703105908,True,0.13966045954546585,0.0596430057599114,0.2802408331401122,True
L896_radial_enriched,TOTAL_FLUX,TSVD,100.0,two_hotspot_trajectories,6,0.011858148107417463,-0.12524207918822394,0.062399577155787436,False,0.011157080796097962,-0.1285031396735608,0.0573334879358068,False
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,100.0,two_hotspot_trajectories,6,0.03040004749942892,-0.16691794407721178,0.28539081113375386,False,-0.006984454902181707,-0.14633121869688015,0.2809996570642267,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,6,0.09767063014249255,-0.10224189869026175,0.1828010620308872,False,0.10298439025958885,-0.10282291639669157,0.1828010620308872,False
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,6,0.05529718344441081,-0.04271833289107974,0.14949047322765463,False,0.041141315486440844,-0.04271833289107974,0.14965212481475174,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,6,0.0,0.0,0.0007766197474967707,False,0.0,0.0,0.0008757200218599674,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,6,0.2692913982744948,0.1275645292411309,0.3796912139322317,True,0.27912248784422244,0.13285555032582577,0.37279020561372567,True
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,6,0.10518569236209954,-0.08638652107133443,0.49944287311048385,False,0.11471746972374944,-0.11087032006054645,0.5117248409456266,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,6,0.10474307149066736,0.0037780289185907505,0.3472408549472461,True,0.137712221329542,0.0042708246479346455,0.32782217623755905,True
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,6,0.17415337963980138,0.022823318595934554,0.2849491880065501,True,0.16907415010537763,0.022823318595934554,0.2849491880065501,True
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,6,-0.012430448861537217,-0.1387425297985352,0.13434752880764908,False,-0.012430448861537217,-0.14646399330749535,0.13434752880764908,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,6,0.0,-0.0005560491747107416,0.0007427602385389916,False,0.00018247655077683217,0.0,0.0011170015496548577,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,m2_structural_mode,6,0.23625646471111794,0.0545762813339066,0.35358184869895126,True,0.24074435294966734,0.0545762813339066,0.35358184869895126,True
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,m2_structural_mode,6,-0.030560730723458582,-0.1940499369862517,0.030215758044178576,False,-0.030560730723458582,-0.1940499369862517,0.020849485626527494,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m2_structural_mode,6,0.0,-0.0015489050227938434,0.005984481201200665,False,0.0,-0.0015489050227938434,0.005984481201200665,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,plunging_feature,6,0.10994073617743917,0.06478946788907267,0.21379333865561095,True,0.11347584071723851,0.06870462487970362,0.2109996850062663,True
