family,index,off_manifold,canary,age_M,peak,cardinality,peak_r,peak_phi,peak_amplitude,peak_prominence
two_hotspot_trajectories,1,False,False,14.0,1,2,47.44048402731512,2.5034566458293663,0.09331648145440131,0.0884087453602369
two_hotspot_trajectories,1,False,False,16.0,0,2,32.92261197712315,1.1290098598838318,0.17257079914711496,0.24258407150458575
two_hotspot_trajectories,1,False,False,16.0,1,2,47.44048402731512,2.5034566458293663,0.09328224302371169,0.08848083807354895
two_hotspot_trajectories,1,False,False,18.0,0,2,32.92261197712315,1.1290098598838318,0.17265693664665704,0.2426712218318695
two_hotspot_trajectories,1,False,False,18.0,1,2,47.44048402731512,2.454369260617026,0.09324175307888853,0.08853999359781983
two_hotspot_trajectories,1,False,False,20.0,0,2,32.92261197712315,1.1290098598838318,0.17268878865657977,0.24270349813985817
two_hotspot_trajectories,1,False,False,20.0,1,2,47.44048402731512,2.454369260617026,0.09328718395488472,0.08852904532000672
two_hotspot_trajectories,1,False,False,22.0,0,2,32.92261197712315,1.1290098598838318,0.1726663330380667,0.24268074361708497
two_hotspot_trajectories,1,False,False,22.0,1,2,47.44048402731512,2.454369260617026,0.09331983685101525,0.08850534663938202
two_hotspot_trajectories,1,False,False,24.0,0,2,32.92261197712315,1.1290098598838318,0.172589585451641,0.24260307210161142
two_hotspot_trajectories,1,False,False,24.0,1,2,47.44048402731512,2.454369260617026,0.09333970145190482,0.08853863779279773
two_hotspot_trajectories,1,False,False,26.0,0,2,32.92261197712315,1.0799224746714913,0.17261735925421373,0.24263115098259197
two_hotspot_trajectories,1,False,False,26.0,1,2,47.44048402731512,2.454369260617026,0.09334677147866459,0.08865195793777944
two_hotspot_trajectories,1,False,False,28.0,0,2,32.92261197712315,1.0799224746714913,0.17267838127648905,0.24269294299770428
two_hotspot_trajectories,1,False,False,28.0,1,2,47.44048402731512,2.454369260617026,0.09334104469555839,0.0887522590265555
two_hotspot_trajectories,1,False,False,30.0,0,2,32.92261197712315,1.0799224746714913,0.17268510289049566,0.24269975823534498
two_hotspot_trajectories,1,False,False,30.0,1,2,47.44048402731512,2.454369260617026,0.09332252291357922,0.08879152113755014
two_hotspot_trajectories,1,False,False,32.0,0,2,32.92261197712315,1.0799224746714913,0.17263751941241304,0.24265156110071404
two_hotspot_trajectories,1,False,False,32.0,1,2,47.44048402731512,2.454369260617026,0.09329121198748999,0.08870371221099042
two_hotspot_trajectories,1,False,False,34.0,0,2,32.92261197712315,1.030835089459151,0.17256212333020834,0.24257528815824556
two_hotspot_trajectories,1,False,False,34.0,1,2,47.44048402731512,2.454369260617026,0.0932471218092413,0.0886031113563241
two_hotspot_trajectories,1,False,False,36.0,0,2,32.92261197712315,1.030835089459151,0.17265230326048878,0.24266651898388042
two_hotspot_trajectories,1,False,False,36.0,1,2,47.44048402731512,2.405281875404685,0.09327790765363328,0.08868959338572935
two_hotspot_trajectories,1,False,False,38.0,0,2,32.92261197712315,1.030835089459151,0.17268820081361805,0.24270289483401958
two_hotspot_trajectories,1,False,False,38.0,1,2,47.44048402731512,2.405281875404685,0.09331348780036823,0.0888311091415669
two_hotspot_trajectories,1,False,False,40.0,0,2,32.92261197712315,1.030835089459151,0.17266979104500924,0.24268423919617077
two_hotspot_trajectories,1,False,False,40.0,1,2,47.44048402731512,2.405281875404685,0.09333628165803498,0.08895953575940176
